País,Año,N° de expediente,Origen,Tipo,Extracto,Link,Fecha de entrada,Comisión,Cantidad de firmantes,Partido político,¿Lo impulsó el oficialismo?,¿Modifica una ley vigente?,Ley que modifica,¿Estado parlamentario?,Fecha de caducidad,¿Fue aprobado en la Cámara de origen?,¿Criminaliza la expresión?,¿Elimina criminalización?,¿Impone una sanción civil?,¿Elimina una sanción civil?,¿Impone barreras adicionales para la expresión?,¿Regula contenido en Internet?,¿Distingue la expresión online de la offline?,¿Regula intermediarios en internet?,¿Apoyo de sociedad civil?,¿Limita el discurso?,Objetivo legítimo,Legalidad,Necesidad,Proporcionalidad,¿Cumple con todos los elementos del test?,Otros objetivos legítimos (2),Otros objetivos legítimos (3),Análisis del test tripartito
Perú,2019,04184/2018-CR,Congreso,Proyecto de ley,"Busca modificar el Código Penal para despenalizar las expresiones contra el honor, estableciendo multas económicas e indemnizaciones para estos casos, así como fijar nuevas reglas para el procedimiento civil de rectificación .",http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL0418420190410.pdf,2019-04-10,Comisión de Justicia y Derechos Humanos,4,Bancada Liberal,NO,SI,Código Penal   Ley 26775,VIGENTE,,NO,NO,SI,SI,NO,NO,SI,NO,NO,SI,Promueve,Libertad de Expresión y Derechos políticos,,,,,Libertad de expresión,,
Perú,2019,04258/2018-CR,Congreso,Proyecto de ley,"Busca derogar la actual ley de publicidad estatal. Establece principios generales para la contratación estatal de publicidad en medios de comunicación bajo estándares similares o análogos a la contratación que realizan las empresas privadas.   Establece que la contratación de publicidad estatal se realice únicamente a través de centrales de medios de comunicación o asociaciones de medios de comunicación, con excepción de los casos en que haya una declaratoria de emergencia.   Además, establece requisitos para contratar a medios de comunicación (entre ellos, no tener una deuda vigente con el Estado).",http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL0425820190430.pdf,2019-04-30,Comisión de Transportes y Comunicaciones,6,Fuerza Popular,NO,SI,Ley 28874   Ley 30793,VIGENTE,,NO,NO,NO,NO,NO,SI,SI,NO,NO,,Limita,Publicidad oficial,SI,NO,NO,NO,,,"El proyecto de ley establece prohibiciones claras respecto a los medios de comunicación que pueden ser contratados para la difusión de publicidad esttal. Sin embargo, impone barreras burocráticas innecesarias para contratar con medios de comunicación, como la ausencia de deudas con el Estado o el contratar únicamente a través de centrales de medios o asociaciones de medios. Estas restricciones no protegen un objetivo imperioso de la Convención ni tampoco resultan proporcionales para proteger los recursos estatales, puesto que se podría contratar eficientemente sin excluir la contratación individual con cada medio de comunicación o a los medios que pudieran tener deudas con el Estado."
Perú,2019,04275/2018-CR,Congreso,Proyecto de ley,"Agrava el delito de difamación aumentando la pena a no menor de cuatro ni mayor de siete años de pena privativa de libertad, y añade a la red social como uno de los medios a través del cual se puede cometer el delito de forma agravada.",http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL0427520190503..pdf,2019-05-03,Comisión de Justicia y Derechos Humanos,9,Cambio 21,NO,SI,CÓDIGO PENAL,VIGENTE,,NO,SI,NO,NO,NO,SI,SI,NO,NO,NO,Limita,Honor y reputación,NO,SI,NO,NO,,,"El proyecto repite la tipificación del delito de difamación ya previsto en el Código Penal, que no cumple con el requisito de legalidad, puesto que no delimita con precisión el tipo de expresiones que pueden ser objeto de sanción. El objetivo del proyecto sí responde a un objetivo imperioso de la Convención (protección del honor). Sin embargo, no se aprecia en el sustento del proyecto de ley la justificación de penalizar las expresiones contra el honor, ni de agravar la pena aplicable. Tampoco se analizan otras alternativas para tutelar el derecho al honor como la vía civil, ni se toma en cuenta el impacto negativo que tiene la sanción penal para la libertad de expresión de las personas (proporcionalidad)."
Perú,2019,04318/2018-CR,Congreso,Proyecto de ley,"Busca modificar la Ley de Publicidad Estatal al restringir los casos de procedencia de contratación, estableciendo supuestos taxativos de habilitación (salud, educación, seguridad, recursos naturales, medio ambiente, hábitos de consumo, defensa de derechos, educación electoral y participacion ciudadana, situaciones de emergencia). Asimismo, se establece que los funcionarios que contravengan la ley serán pasivos de sanciones administrativas.",http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL0431820190510.pdf,2019-05-10,Transportes y Comunicaciones,6,Alianza por el Progreso,NO,SI,Ley 28874,VIGENTE,,NO,NO,NO,SI,NO,SI,SI,NO,NO,,Limita,Publicidad oficial,SI,NO,NO,NO,,,"A pesar de que el proyecto está bien delimitado, confina la contratación de publicidad a supuestos taxativos, a diferencia de la ley vigente que busca orientar la contratación estatala a un conjunto de principios y criterios. Esto puede limitar los supuestos en los que el Estado puede contratar publicidad para difundir información de interés para los ciudadanos. Esta restricción no responde a un objetivo imperioso de la Convención. Tampoco resulta proporcional porque la lista taxativa no asegura la correcta inversión estatal en publicidad estatal y, más bien, limita de forma amplia el derecho de información del Estado y los ciudadanos."
Perú,2019,04441/2018-CR,Congreso,Proyecto de ley,"Busca establecer que, cuando el Estado contrate publicidad, se publique el costo de esa publicidad en el mismo anuncio. A su vez, busca incorporar cláusulas de transparencia en los contratos con los medios de comunicación, en donde se establezca esta obligación de información. Por otro lado, busca difundir, mediante medios de comunicación estatales, los gastos en publicidad estatal. Se sanciona a los medios de comunicación que incumplan estas obligaciones con una inhabilitación de un año para contratar con el Estado.",http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL0444120190607..pdf,2019-06-07,Transportes y Comunicaciones /   Fiscalización y Contraloría,6,Fuerza Popular,NO,NO,,VIGENTE,,NO,NO,NO,SI,NO,NO,SI,NO,NO,,Promueve,Acceso a la información,,,,,Gasto estatal,,
Perú,2019,04434/2018-CR,Congreso,Proyecto de ley,"Busca modificar la Ley 29719 (que busca prevenir y erradicar el hostigamiento y la intimidación entre escolares), al incorporar la obligación de los directores de las instituciones educativas de reportar ante el Consejo Educativo Institucional (CONEI) los actos de bullying cometidos por los docentes, auxiliares y cualquier personal que labore dentro del centro educativo.",http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL0443420190607..pdf,2019-06-07,"Educación, Juventud y Deporte",8,Fuerza Popular,NO,SI,Ley 29719,VIGENTE,,NO,NO,NO,SI,NO,NO,SI,NO,NO,SI,Limita,Derechos de los niños,SI,SI,SI,SI,Honor y reputación,,"El proyecto añade una obligación de reportar casos de bullying (cometido por docentes o personal del centro educativo) a la ley vigente que solo regulaba el bullying entre escolares, como medida para prevenir los casos de hostigamiento e intimidación. La iniciativa está justificada para proteger el honor y la dignidad de los escolares, y establece una consecuencia poco gravosa consistente en reportar posibles casos de bullying cometidos por adultos en un centro educativo, por lo que la limitación a la libertad de expresión es leve y proporcional y al daño que se quiere evitar."
Perú,2019,04526/2018-CR,Congreso,Proyecto de ley,"Propone una nueva ley general de telecomunicaciones e incorpora los principios de neutralidad y neutralidad tecnológica, estableciendo que el operador de un servicio público de telecomunicaciones que da soporte a otros servicios o tiene posición de dominio en el mercado ""está obligado a no utilizar tales situaciones para prestar simultáneamente otros servicios de telecomunicaciones en condiciones de mayor ventaja y en detrimento de sus competidores"". / Propone una nueva ley general de telecomunicaciones y precisa que la geolocalización referenciada de equipos móviles no califica como un supuesto de vulneración de la inviolabilidad y el secreto de las telecomunicaciones.",http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL0452620190705..pdf,2019-07-05,Transportes y Comunicaciones,,Cambio 21,NO,SI,TUO Ley de Telecomunicaciones   Decreto Supremo 013-93-TCC   Ley 27336  Ley 28295   Ley 29904   Decreto Legislativo 702   Decreto Legislativo 1019,VIGENTE,,NO,NO,NO,NO,NO,SI,SI,NO,SI,,Limita,Acceso a internet e Infraestructura,SI,NO,NO,NO,Neutralidad de la red,,"El proyecto establece claramente que la geolocalización de equipos móviles no está protegida por el secreto de las comunicaciones, validando el acceso a esta información con el solo requerimiento de la autoridad policial (siguiendo lo previsto en el Decreto Legislativo 1182). Sin embargo, el acceso a información privada (datos de geolocalización) sin autorización judicial o consentimiento del titular de la información no es un objetivo legítimo protegido por la Convención. Tampoco es proporcional esta limitación general a los derechos de privacidad y autodeterminación informativa, lo cual podría ser válido si es que mediara un control judicial independiente que autorice esta restricción."
Perú,2019,04758/2019-CR,Congreso,Proyecto de ley,"Busca modificar la legislación penal sobre acoso sexual hacia menores de edad, castigando con penas de entre 6 y 12 años de cárcel a quien, a través de internet, telefóno o cualquier otra tecnología de la información y comunicación ""vigile, persiga, hostiga, asedia o busca establecer contacto o cercanía y proponga concertar un encuentro"" con un menor de 14 años con el fin de cometer un delito contra su indemnidad sexual, ""siempre que de tal propuesta se acompañe de actos materiales de connotación sexual"". Además, se establece un agravante de la pena cuando el contacto se realice mediante coacción, intimidación o engaño.",http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL0475820190910.pdf,2019-09-10,Justicia y Derechos Humanos,7,Cambio 21,NO,SI,Código Penal   Ley 30096,VIGENTE,,NO,SI,NO,NO,NO,NO,SI,SI,NO,SI,Limita,"Discriminación, violencia y discursos de odio",NO,SI,SI,NO,Acoso,,"El proyecto no cumple con el requisito de legalidad puesto que penaliza las expresiones cuando estas presenten ""actos materiales de connotación sexual"", sin desarrollar con precisión este concepto. Sí se protege un interés importante como la indemnidad sexual de los menores de 14 años, y si bien limita la expresión de las personas que utilizarían expresiones de contenido sexual, esta limitación es necesaria y proporcional porque busca proteger a los menores de edad frente a actos de acoso y posibles acciones contra su indemnidad sexual, y la sanción penal puede ser la medida necesaria para desincentivar este tipo de expresiones nocivas contra menores de edad."
Perú,2020,05091/2020-CR,Congreso,Proyecto de ley,"Propone modificar los artículos 2, 3.a y 4.3 del Decreto Legislativo Nº 1182. Esta norma regulaba el acceso y uso de los datos de localización y geolocalización de teléfonos móviles por parte de la Policía en casos de flagrancia delictiva de ciertos delitos. La modificación amplía este uso para los datos de rastreo y no solo de teléfonos móviles, sino también para cualquier equipo electrónico de comunicación. Adicionalmente, agrega el acceso policial no solo para los casos de flagrancia, sino también para ""investigaciones preliminares por el delito contra la vida, el cuerpo y la salud; el delito contra la libertad, el delito contra el patrimonio y los delitos comprendidos en la Ley de Crimen Organizado"". Finalmente, obliga a las concesionarios de servicios públicos de telecomunicaciones a atender los requerimientos de la Policía durante las 24 horas del día durante todo el año, en un plazo máximo de 24 horas después de efectuada la solicitud.",https://leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL05091_20200428..pdf,2020-04-28,"Defensa Nacional, Orden Interno, Desarrollo Alternativo y Lucha Contra las Drogas",6,Podemos Perú,NO,SI,Decreto Legislativo 1182,VIGENTE,,NO,NO,NO,NO,NO,SI,NO,NO,NO,,Limita,Seguridad nacional,SI,NO,NO,NO,,,"El proyecto cumple con el requisito de legalidad puesto que se determinan taxtivamente los delitos (delito contra la vida, el cuerpo y la salud, el delito contra la libertad, contra el patrimonio y los delitos comprendidos en la Ley de Crimen Organizado) en los que se aplica la restricción para permitir el rastreo de equipos móviles. Si bien se sustenta en la seguridad pública, no se se justifica específicamente la necesidad imperiosa del rastreo de equipos móviles, sin autorización judicial. La medida no es proporcional. Al otorgar esta facultad desde la investigación preliminar (una de las primeras etapas del proceso penal) estaría limitando excesivamente la privacidad de las personas investigadas y viola su derecho a la comunicación privada. Asimismo, respecto a los concesionarios de telecomunicaciones, se les pone una carga adicional para entregar información que en principio debería estar protegida por el secreto de las comunicaciones, sin intervención ni control judicial."
Perú,2020,05213/2020-CR,Congreso,Proyecto de ley,"Propone modificar el artículo 4 y el artículo 40 de la Ley 28278 - Ley de Radio y Televisión. El primero con la finalidad de establecer que los servicios de radiodifusión promuevan la educación, cultura, intercurturalidad y cuidado del medio ambiente, mientras que en el artículo 40 busca prohibir la transmisión de programas en horario familiar ""cuyos contenidos sean violentos, obscenos o de otra índole que puedan afectar los valores inherentes a la familia, los niños y adolescentes"": Además incorpora el literal h) del artículo 77 para incluir el incumplimiento del nuevo artículo 40 como infracción muy grave.",https://leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL05213-20200515.pdf,2020-05-15,"Transportes y Comunicaciones    Educación, Juventud y Deporte",6,Unión por el Perú,NO,SI,Ley 28278,VIGENTE,,NO,NO,NO,SI,NO,SI,NO,NO,NO,NO,Limita,Derechos de los niños,NO,SI,NO,NO,,,"El proyecto tiene como objetivo legítimo resguardar la integridad psicológica de los menores, sin embargo, no se presenta claramente qué contenidos son considerados violentos, obscenos o que puedan afectar los valores inherentes a la familia, los niños y adolescentes. La descripción incompleta se presta a posibles arbitrariedades por parte de las autoridades. Respecto a la necesidad, podría decirse que la norma si cumpliría con el fin que propone (limitar el contenido nocivo para niños). No obstante, no es proporcional porque limita excesivamente la libertad de los medios de comunicación, puesto que al no estar correctamente definidos los contenidos prohibidos, se expone a cualquier contenido radial o televisivo a la amenaza de verse censurado (o que los medios de comunicación se autocensuren). Asimismo, no se ha descartado otras medidas idóneas y menos restrictivas para lograr este fin."
Perú,2020,05398/2020-CR,Congreso,Proyecto de ley,"Busca establecer que el el Ministerio de Transportes y Comunicaciones actualice en un máximo de 2 años la velocidad mínima para que una conexión sea considerada como acceso a Internet de Banda Ancha, por lo que los proveedores de este servicio deberán garantizar el 90% de velocidades ofrecidas en su publicidad y en los contratos sucritos con los usuarios, las cuales deben ser presentadas con claridad.",https://leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL05398-20200601.pdf,2020-06-01,Transportes y Comunicaciones    Defensa del Consumidor y Organismos Reguladores de los Servicios Públicos,7,Podemos Perú,NO,SI,Ley 29904,VIGENTE,,NO,NO,NO,SI,NO,NO,NO,NO,SI,SI,Promueve,Acceso a internet e Infraestructura,,,,,Acceso a internet,,
Perú,2020,05493/2020-CR,Congreso,Proyecto de ley,"Propone la creación del Observatorio Nacional contra el Racismo y Discriminación Racial como mecanismo de prevención, eliminación y sanción de actos de racismo, así como otros mecanismos de acciones positivas para la lucha contra el racismo. También tipifica como una infracción administrativa, sancionable por el Ministerio de Cultura, la realización de actos de discriminación racial, definidos como: ""cualquier distinción, exclusión, restricción o preferencia, en cualquier ámbito público o privado basada en motivos de raza, color, linaje u origen nacional o étnico, que tenga el objetivo o el efecto de anular o limitar el reconocimiento, goce o ejercicio, en condiciones de igualdad, de uno o más derechos humanos o libertades fundamentales consagrados en la Constitución Política del Perú, el ordenamiento jurídico nacional y los instrumentos internacionales de derechos humanos"".",https://leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL05493-20200611.pdf,2020-06-11,Cultura y Patrimonio Cultural    Justicia y Derechos Humanos,7,No Agrupados,NO,SI,Código Penal  Decreto Legislativo 635,VIGENTE,,NO,NO,NO,SI,NO,SI,NO,NO,NO,SI,Limita,"Discriminación, violencia y discursos de odio",SI,SI,SI,SI,Discriminación,,"El proyecto cumple con el requisito de legalidad ya que plantea una definición específica de los actos de discriminación racial, tipificándolo como una infracción administrativa. El derecho a la igualdad o a la no discriminación es un objetivo legítimo de la Convención Americana de Derechos Humanos. Finalmente, es proporcional debido a que se establece una sanción no penal y no excesiva (hasta un mes de cierre temporal de establecimientos) para el cumplimiento de la finalidad de desincentivar los actos de discriminación."
Perú,2020,05533/2020-CR,Congreso,Proyecto de ley,"Busca promover mayor transparencia en los procedimientos de contratación del Estado, mediante la creación de un sistema integrado de consulta amigable (SEICACE), el cual consiste en un portal de consultas abierto a toda la ciudadanía. También establece el uso obligatorio de un expediente digital para los procesos de contratación de consultores, que también podrá accederse a través del SEICACE, y regula los requisitos mínimos que deben establecerse en los términos de referencia para la contratación de consultores.",https://leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL05533_20200616.pdf,2020-06-16,Presupuesto y Cuenta General de la República,9,Alianza Para el Progreso,NO,NO,,VIGENTE,,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,Promueve,Acceso a la información,,,,,,,
Perú,2020,05541/2020-CR,Congreso,Proyecto de ley,"Busca prohibir en los medios de radio y televisión los contenidos violentos, obscenos, racistas, discriminatorios, infantilizantes, lascivos, de desnudez y otros que promuevan estereotipos o modelos criminales o delictivos, además de establecer el incumplimiento de esta obligación como infracción grave. Además, establece como causal para denegar la solicitud de autorización para los medios de comunicación el haber sido sancionado más de dos veces por infraccones graves y muy graves en el lapso de cinco años.",https://leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL05541_20200617.pdf,2020-06-17,Transportes y Comunicaciones,8,Acción Popular,NO,SI,Ley 28278,VIGENTE,,NO,NO,NO,SI,NO,SI,NO,NO,NO,,Limita,Derechos de los niños,NO,SI,NO,NO,,,"El proyecto tiene como objetivo legítimo resguardar la integridad psicológica de los menores, sin embargo, no se presenta claramente qué contenidos serían prohibidos (violentos, obscenos, etc.). La descripción incompleta se presta a posibles arbitrariedades por parte de las autoridades. Respecto a la necesidad, podría decirse que la norma si cumpliría con el fin que propone (limitar el contenido nocivo para niños). No obstante, no es proporcional porque limita excesivamente la libertad de los medios de comunicación, puesto que al no estar correctamente definidos los contenidos prohibidos, se expone a cualquier contenido radial o televisivo a la amenaza de verse censurado (o que los medios de comunicación se autocensuren). Asimismo, no se ha descartado otras medidas idóneas y menos restrictivas para lograr este fin."
Perú,2020,05548/2020-CR,Congreso,Proyecto de ley,"Propone declarar de interés nacional y necesidad pública la instalación de antenas de radio, televisión e internet, para facilitar a niños, niñas y adolescentes de zonas rurales, el aprendizaje de las lecciones a distancia """"Yo Aprendo en Casa"""".",https://leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL05548_20200617.pdf,2020-06-17,Transportes y Comunicaciones,8,Acción Popular,NO,NO,,VIGENTE,,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,Promueve,Derechos de los niños,,,,,,,
Perú,2020,05582/2020-CR,Congreso,Proyecto de ley,"Modifica el Decreto de Urgencia 035-2020, que establecía un régimen especial para las telecomunicaciones durante el Estado de Emergencia, como consecuencia de la pandemia por el COVID-19. El proyecto prohíbe indefinidamente la suspensión del servicio de telecomunicaciones por parte de los proveedores, y deroga el artículo que los exoneraba de las infracciones al Reglamento General de Calidad de los Servicios Públicos de Telecomunicaciones, que no fueran de su responsabilidad.",https://leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL05582-20200623.pdf,2020-06-23,Transportes y Comunicaciones,7,Acción Popular,NO,SI,Decreto de Urgencia 035-2020,VIGENTE,,NO,NO,NO,NO,NO,SI,NO,NO,SI,SI,Promueve,Acceso a internet e Infraestructura,,,,,Acceso a internet,,
Perú,2020,05600/2020-CR,Congreso,Proyecto de ley,"Propone que el Estado, a través del Ministerio de Transportes y Comunicaciones, cree Centros Comunitarios de Tecnologías de Información y Comunicación, para reconocer el derecho de acceso libre, abierto y gratuito a internet en todas las instituciones educativas públicas y en espacios públicos. Además, prohibe la interrupción o reducción de la velocidad injustificada de internet a poblaciones enteras o a segmentos.",https://leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL05600-20200624.pdf,2020-06-24,Transportes y Comunicaciones    Constitución y Reglamento,4,No Agrupados,NO,NO,,VIGENTE,,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,Promueve,Acceso a internet e Infraestructura,,,,,Acceso a internet,,
Perú,2020,05630/2020-CR,Congreso,Proyecto de ley,"Estabece la obligación para los titulares de un ""sistema informático"" habilitar un espacio para que los consumidores consignen sus opiniones y experiencias sobre el proveedor, el proceso de compra, la entrega de productos, solución de disputas, ""etc."" y se dispone que estos testimonios deben mantenerse de forma visible en el sistema informático./ Se faculta a los fiscales penales a ordenar a empresas de telecomunicaciones el bloqueo de un DNS (Domain Name Service), así como dominios vinculados y enlaces de descarga. También se le faculta a disponer el corte del servicio de internet ""asociado a los delitos informáticos""./ Se propone una modificación de la pena privativa de libertad para la producción, distribución y comercialización de pornografía infantil (se pasa de una pena de entre 6 y 10 años, a una pena de 4 a 8 años), y se precisa que la posesión de este material es punible cuando se realice con fines inequiívocos de distribución o comercialización.",https://leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL05630-20200625.pdf,2020-06-26,Justicia y Derechos Humanos,9,Alianza Para el Progreso,NO,SI,Ley 30096,VIGENTE,,NO,SI,NO,SI,NO,SI,SI,NO,SI,,Limita,Derechos de los niños,NO,NO,NO,NO,,,"La norma no cumple con el requisito de legalidad puesto que no se define claramente el tipo de contenido que debe publicarse en un sistema informático ni a quién se le aplica esta obligación al no definirse concretamente qué califica como 'sistema informático'. Al parecer, el proyecto buscaría proteger al consumidor y su derecho a opinar en plataformas de comercio electrónico, sin embargo, no se verifica un sustento para la imperiosa necesidad de obligar a los titulares de plataformas electrónica de compartir las opiniones de los consumidores en dichas plataformas. Finalmente, no es proporcional ya que no se han descartado mecanismos alternativos en los que puedan expresarse los consumidores y tampoco se ha analizado el costo (de almacenamiento, implementación y de reputación) que los titulares asumirían por difundir esta información. La norma no cumple en el principio de legalidad, puesto que establece amplias y generales potestades para un fiscal en casos de delitos informáticos, sin embargo, no especifica en qué supuestos corresponde que aplique cada medida (bloqueo de DNS, bloqueo de enlaces relacionados, corte del servicio de Intenet). Además, se otorga una potestad al fiscal, cuando constitucionalmente sería necesaria la intervención judicial para restrinigir el acceso al servicio de internet para evitar actos arbitrarios. La norma no justifica la imperiosa necesidad para que se establezca la limitación de estos derechos, sin la participación de un juez. No es proporcional debido a que no se han ponderado los efectos restrictivos para las libertades de expresión e información que genera el bloqueo completo de un DNS y del acceso a Internet, sin control judicial. La norma mantiene la definición del delito de pornografía infantil. Y cumple con el principio de legalidad al precisar de mejor forma en qué casos resulta punible la posesión. El castigo penal se encuentra justifiado en la protección de la indemnidad sexual de los menores de edad, y resulta proporcional considerando el objetivo protegido."
Perú,2020,05685/2020-CR,Congreso,Proyecto de ley,Busca modificar la Ley 29904 para que el Estado implemente el acceso a Internet con conexiones de Banda Ancha a través de Centros de Acceso Público. El Ministerio de Transportes y Comunicaciones deberá encargarse del cumplimiento de las condiciones mínimas necesarias y garantizar el acceso para regiones apartadas del territorio nacional.,https://leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL05685-20200703.pdf,2020-07-03,Transportes y Comunicaciones,8,Somos Perú,NO,SI,Ley 29904,VIGENTE,,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,Promueve,Acceso a internet e Infraestructura,,,,,Acceso a internet,,
Perú,2020,05704/2020-CR,Congreso,Proyecto de ley,"Busca incluir como principio para la prestación de servicios de radiodifusión a la ""objetividad informativa"" y modifica el artículo 40 de la Ley 28278, por el que se excluye la difusión de violencia física o psicológica contra la mujer o cualquier integrante de un grupo familiar, y la hipersexualización de la persona en horario familiar.",https://leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL05704-20200705.pdf,2020-07-05,Transportes y Comunicaciones,7,"Frente Amplio por Justicia, Vida y Libertad",NO,SI,Ley 28278,VIGENTE,,NO,NO,NO,SI,NO,SI,NO,NO,NO,,Limita,Derechos de los niños,NO,NO,NO,NO,,,"El proyecto no identifica con claridad qué tipo de contenidos estarian prohibidos por calificar como 'hipersexualización' e introduce un principio abstracto de difícil cumplimiento como el de 'objetividad informativa'. La norma no califica como necesaria ya que no se demuestra cuáles son los efectos nocivos que desearían evitarse a través de la censura de ciertos contenidos. Respecto a la proporcionalidad, los parámetros restrictivos no son lo suficientemente claros para los medios de comunicación, por lo que un gran número de programas en ""horario familiar"" podrían ser censurados o autocensurarse excesivamente, sin que se verifiquen los efectos positivos de la eliminación de tales contenidos."
Perú,2020,05773/2020-CR,Congreso,Proyecto de ley,"Propone establecer la emisión obligatoria de programas con contenido de capacitación, promoción e información de interés relevante para agricultores a través de Radio y Televisión Nacional del Perú, de 6 a 7 am, todos los días.",https://leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL05773-20200713.pdf,2020-07-13,Transportes y Comunicaciones,9,Acción Popular,NO,SI,Ley 28278,VIGENTE,,NO,NO,NO,NO,NO,SI,NO,NO,NO,,Limita,"Discriminación, violencia y discursos de odio",SI,NO,NO,NO,Discriminación,,"El proyecto establece una obligación concreta de incluir un programa de contenido educativo para cierto sector de la población en los canales estatales de radio y televisión. No obstante, en tanto limita la libertad de expresión de los administradores de dicho canal (libertad de elegir autónomamente su programación), no se verifica que esta limitación esté justificada por algunos de los objetivos legítimos de la CADH. Además, no se hace una ponderación sobre los costos y beneficios asociados con esta obligación."
Perú,2020,05818/2020-CR,Congreso,Proyecto de ley,"Busca declarar al acceso libre a Internet como derecho fundamental en todo el territorio peruano, por lo que el Estado deberá garantizar el óptimo funcionamiento de los servicios de internet y ampliar su acceso en todos los espacios públicos e instituciones estatales, con la señalización correspondiente.",https://leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL05818-20200720.pdf,2020-07-20,Transportes y Comunicaciones,7,Acción Popular,NO,NO,,VIGENTE,,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,Promueve,Acceso a internet e Infraestructura,,,,,Acceso a internet,,
Perú,2020,05819/2020-CR,Congreso,Proyecto de ley,"Busca sancionar penalmente la ""apología a la violencia contra la vida, integridad y libertad de las mujeres, niñas y niños (...) así como su derecho a una vida libre de violencia y dignidad humana.""",https://leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL05819-20200720.pdf,2020-07-20,Justicia y Derechos Humanos,4,No Agrupados,NO,SI,Código Penal (Artículo 316),VIGENTE,,NO,SI,NO,NO,NO,SI,NO,NO,NO,,Limita,"Discriminación, violencia y discursos de odio",NO,SI,NO,NO,Violencia de género,Derechos de los niños,"El proyecto no cumple con el principio de legaliad, al no precisar qué situaciones configuran una apología a la violencia, por lo que puede atribuirse esta calificación a múltiples expresiones injustificadamente. Cumple con el requisito de necesidad ya que alcanza la finalidad proteger a las mujeres y menores respecto de expresiones que puedan desencadenar en violencia. Finalmente, no se cumple con el principio de proporcionalidad, ya que no hay una justificación de la necesidad de combatir este tipo de expresoines mediante el castigo penal, en comparación con otras medidas."
